Provider.ID,Hospital.name,PAYM_30_AMI,PAYM_30_HF,PAYM_30_PN,PAYM_90_HIP_KNEE,HAI.2.Measure.Score,Combined.SSI.Measure.Score,HAI.3.Measure.Score,HAI.4.Achievement.Threshold,HAI.4.Benchmark,HAI.4.Baseline.Rate,HAI.4.Performance.Rate,HAI.5.Improvement.Points,HAI.5.Measure.Score,ED_1b,ED_2b,EDV,OP_22,OP_29,OP_30,lat,adress_search,geoAddress,ZIP.Code
141349,SPARTA COMMUNITY HOSPITAL,Not Available,"$16,829","$17,209",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,38.1240422,"SPARTA COMMUNITY HOSPITAL, 818 E BROADWAY, SPARTA, IL","818 e broadway st, sparta, il 62286, usa",62286
141350,ST FRANCIS HOSPITAL,Not Available,"$15,375","$15,737","$20,778",NA,NA,NA,NA,NA,NA,NA,NA,NA,208,50,Not Available,Not Available,Not Available,Not Available,39.1811987,"ST FRANCIS HOSPITAL, 1215 FRANCISCAN DR, LITCHFIELD, IL","1215 franciscan dr, litchfield, il 62056, usa",62056
141351,CLAY COUNTY HOSPITAL,Not Available,"$16,357","$14,919",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,38.6808547,"CLAY COUNTY HOSPITAL, 911 STACY BURK DRIVE, FLORA, IL","911 stacey burk dr, flora, il 62839, usa",62839
143300,ANN & ROBERT H LURIE CHILDRENS HOSPITAL OF CHICAGO,Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,41.8962237,"ANN & ROBERT H LURIE CHILDRENS HOSPITAL OF CHICAGO, 225 E CHICAGO, BOX 57, CHICAGO, IL","225 e chicago ave, chicago, il 60611, usa",60611
143301,LARABIDA CHILDRENS HOSPITAL I,Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,41.7772897,"LARABIDA CHILDRENS HOSPITAL I, E 65TH ST AT LAKE MICHIGAN, CHICAGO, IL","6501 s promontory dr, chicago, il 60649, usa",60649
143302,SHRINERS HOSPITAL FOR CHILDREN,Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,41.9196492,"SHRINERS HOSPITAL FOR CHILDREN, 2211 NORTH OAK PARK AVE, CHICAGO, IL","2211 n oak park ave, chicago, il 60707, usa",60707
150001,JOHNSON MEMORIAL HOSPITAL,Not Available,"$16,786","$17,346","$26,533",Not Available,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,241,78,"Medium (20,000 - 39,999 patients annually)",1,44,98,39.4794649,"JOHNSON MEMORIAL HOSPITAL, 1125 W JEFFERSON ST, FRANKLIN, IN","1125 w jefferson st, franklin, in 46131, usa",46131
150002,METHODIST HOSPITALS INC,"$23,787","$16,945","$17,887","$23,433",8 out of 10,0 out of 10,0 out of 10,0.71,0,Not Available,Not Available,4 out of 9,4 out of 10,355,140,"Very High (60,000+ patients annually)",2,93,89,41.599198,"METHODIST HOSPITALS INC, 600 GRANT ST, GARY, IN","600 grant st, gary, in 46402, usa",46402
150004,FRANCISCAN HEALTH HAMMOND,"$24,663","$17,777","$20,146",Not Available,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,130,"High (40,000 - 59,999 patients annually)",4,99,97,41.6150892,"FRANCISCAN HEALTH HAMMOND, 5454 HOHMAN AVE, HAMMOND, IN","5454 hohman ave, hammond, in 46320, usa",46320
150005,HENDRICKS REGIONAL HEALTH,"$22,098","$15,968","$18,091","$20,917",0 out of 10,10 out of 10,10 out of 10,0.71,0,Not Available,Not Available,Not Available,10 out of 10,210,74,"Medium (20,000 - 39,999 patients annually)",1,100,100,39.7621631,"HENDRICKS REGIONAL HEALTH, 1000 E MAIN ST, DANVILLE, IN","1000 e main st, danville, in 46122, usa",46122
150006,LA PORTE HOSPITAL,"$22,742","$15,627","$17,233","$20,791",10 out of 10,4 out of 10,4 out of 10,0.71,0,Not Available,Not Available,Not Available,Not Available,212,65,"Medium (20,000 - 39,999 patients annually)",1,96,93,41.610643,"LA PORTE HOSPITAL, 1007 LINCOLNWAY, LA PORTE, IN","1007 lincolnway, la porte, in 46350, usa",46350
150007,COMMUNITY HOWARD REGIONAL HEALTH INC,"$25,694","$17,775","$19,147","$21,382",10 out of 10,10 out of 10,10 out of 10,0.71,0,Not Available,Not Available,Not Available,Not Available,235,84,"Medium (20,000 - 39,999 patients annually)",1,100,100,40.4468597,"COMMUNITY HOWARD REGIONAL HEALTH INC, 3500 S LAFOUNTAIN ST, KOKOMO, IN","3500 s lafountain st, kokomo, in 46902, usa",46902
150008,ST CATHERINE HOSPITAL INC,"$26,694","$19,708","$21,736","$24,413",5 out of 10,3 out of 10,3 out of 10,0.71,0,Not Available,Not Available,0 out of 9,10 out of 10,302,124,"Medium (20,000 - 39,999 patients annually)",4,93,98,41.6350727,"ST CATHERINE HOSPITAL INC, 4321 FIR ST, EAST CHICAGO, IN","4321 fir st, east chicago, in 46312, usa",46312
150009,CLARK MEMORIAL HOSPITAL,"$23,868","$16,552","$18,424","$22,168",6 out of 10,2 out of 10,2 out of 10,0.71,0,Not Available,Not Available,6 out of 9,6 out of 10,349,116,"High (40,000 - 59,999 patients annually)",1,95,98,38.2821224,"CLARK MEMORIAL HOSPITAL, 1220 MISSOURI AVE, JEFFERSONVILLE, IN","1220 missouri ave, jeffersonville, in 47130, usa",47130
150010,ST VINCENT KOKOMO,"$24,137","$17,132","$18,053","$24,187",10 out of 10,10 out of 10,10 out of 10,0.71,0,Not Available,Not Available,9 out of 9,10 out of 10,226,65,"Medium (20,000 - 39,999 patients annually)",2,97,99,40.486466,"ST VINCENT KOKOMO, 1907 W SYCAMORE ST, KOKOMO, IN","1907 w sycamore st, kokomo, in 46901, usa",46904
150011,MARION GENERAL HOSPITAL,"$23,138","$16,022","$15,701","$22,585",0 out of 10,2 out of 10,2 out of 10,0.71,0,1.813,Not Available,0 out of 9,0 out of 10,232,93,"High (40,000 - 59,999 patients annually)",1,98,92,40.5639645,"MARION GENERAL HOSPITAL, 441 N WABASH AVE, MARION, IN","441 n wabash ave, marion, in 46952, usa",46952
150012,SAINT JOSEPH REGIONAL MEDICAL CENTER,"$21,142","$15,564","$17,235","$18,523",8 out of 10,3 out of 10,4 out of 10,0.71,0,0,1.579,0 out of 9,0 out of 10,294,100,"Very High (60,000+ patients annually)",6,94,100,41.7071985,"SAINT JOSEPH REGIONAL MEDICAL CENTER, 5215 HOLY CROSS PKWY, MISHAWAKA, IN","5215 holy cross pkwy, mishawaka, in 46545, usa",46545
150015,FRANCISCAN HEALTH MICHIGAN CITY,"$22,427","$16,850","$17,262","$21,091",6 out of 10,1 out of 10,0 out of 10,0.71,0,Not Available,0.606,9 out of 9,10 out of 10,290,107,"High (40,000 - 59,999 patients annually)",1,96,100,41.7062358,"FRANCISCAN HEALTH MICHIGAN CITY, 301 W HOMER ST, MICHIGAN CITY, IN","301 w homer st, michigan city, in 46360, usa",46360
150017,LUTHERAN HOSPITAL OF INDIANA,"$21,261","$17,196","$16,413","$23,048",3 out of 10,0 out of 10,0 out of 10,0.71,0,0,Not Available,7 out of 9,7 out of 10,344,181,"High (40,000 - 59,999 patients annually)",1,98,99,41.0388053,"LUTHERAN HOSPITAL OF INDIANA, 7950 W JEFFERSON BLVD, FORT WAYNE, IN","7950 w jefferson blvd, fort wayne, in 46804, usa",46804
150018,ELKHART GENERAL HOSPITAL,"$23,403","$15,155","$17,254","$19,239",6 out of 10,4 out of 10,4 out of 10,0.71,0,Not Available,Not Available,9 out of 9,10 out of 10,259,109,"Very High (60,000+ patients annually)",2,93,97,41.6796028,"ELKHART GENERAL HOSPITAL, 600 E BLVD, ELKHART, IN","600 east blvd, elkhart, in 46514, usa",46514
150021,PARKVIEW REGIONAL MEDICAL CENTER,"$20,490","$14,443","$15,893","$23,389",8 out of 10,0 out of 10,0 out of 10,0.71,0,0,4.566,0 out of 9,6 out of 10,283,158,"Very High (60,000+ patients annually)",2,85,71,41.18718,"PARKVIEW REGIONAL MEDICAL CENTER, 11109 PARKVIEW PLAZA DRIVE, FORT WAYNE, IN","11109 parkview plaza dr, fort wayne, in 46845, usa",46845
150022,FRANCISCAN HEALTH CRAWFORDSVILLE,Not Available,"$15,438","$16,581","$23,655",Not Available,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,183,70,"Low (0 - 19,999 patients annually)",0,91,96,40.0663807,"FRANCISCAN HEALTH CRAWFORDSVILLE, 1710 LAFAYETTE RD, CRAWFORDSVILLE, IN","1710 lafayette rd, crawfordsville, in 47933, usa",47933
150023,UNION HOSPITAL INC,"$21,697","$17,389","$16,868","$22,411",8 out of 10,10 out of 10,10 out of 10,0.71,0,0.463,0,9 out of 9,10 out of 10,289,159,"High (40,000 - 59,999 patients annually)",2,91,90,39.4854121,"UNION HOSPITAL INC, 1606 N SEVENTH ST, TERRE HAUTE, IN","1606 n 7th st, terre haute, in 47804, usa",47804
150024,ESKENAZI HEALTH,"$19,738","$15,723","$18,229","$28,856",7 out of 10,4 out of 10,4 out of 10,0.71,0,Not Available,Not Available,1 out of 9,1 out of 10,404,191,"Very High (60,000+ patients annually)",2,95,27,39.7773125,"ESKENAZI HEALTH, 720 ESKENAZI AVENUE, INDIANAPOLIS, IN","720 eskenazi ave, indianapolis, in 46202, usa",46202
150026,GOSHEN GENERAL HOSPITAL,"$22,781","$16,865","$16,866","$22,413",0 out of 10,0 out of 10,0 out of 10,0.71,0,Not Available,1.134,Not Available,Not Available,283,89,"Medium (20,000 - 39,999 patients annually)",1,98,100,41.5635169,"GOSHEN GENERAL HOSPITAL, 200 HIGH PARK AVE, GOSHEN, IN","200 high park ave, goshen, in 46526, usa",46526
150030,HENRY COUNTY MEMORIAL HOSPITAL,Not Available,"$15,758","$16,931","$22,387",Not Available,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,195,45,"Medium (20,000 - 39,999 patients annually)",0,97,92,39.9431362,"HENRY COUNTY MEMORIAL HOSPITAL, 1000 N 16TH ST, NEW CASTLE, IN","henry county hospital heliport, 1000 n 16th st, new castle, in 47362, usa",47362
150034,ST MARY MEDICAL CENTER INC,"$24,144","$17,911","$17,414","$19,069",7 out of 10,6 out of 10,6 out of 10,0.71,0,Not Available,Not Available,3 out of 9,4 out of 10,303,107,"Medium (20,000 - 39,999 patients annually)",2,100,100,41.5124126,"ST MARY MEDICAL CENTER INC, 1500 S LAKE PARK AVE, HOBART, IN","1500 s lake park ave, hobart, in 46342, usa",46342
150035,PORTER REGIONAL HOSPITAL,"$23,327","$17,777","$17,529","$19,217",8 out of 10,0 out of 10,0 out of 10,0.71,0,Not Available,Not Available,9 out of 9,10 out of 10,358,166,"High (40,000 - 59,999 patients annually)",1,92,85,41.5526025,"PORTER REGIONAL HOSPITAL, 85 EAST US HWY 6, VALPARAISO, IN","85 e us-6 frontage rd, valparaiso, in 46383, usa",46383
150037,HANCOCK REGIONAL HOSPITAL,"$22,530","$17,546","$18,633","$22,477",Not Available,3 out of 10,3 out of 10,0.71,0,Not Available,Not Available,Not Available,Not Available,254,92,"Medium (20,000 - 39,999 patients annually)",2,100,95,39.7955501,"HANCOCK REGIONAL HOSPITAL, 801 N STATE ST, GREENFIELD, IN","801 n state st, greenfield, in 46140, usa",46140
150042,GOOD SAMARITAN HOSPITAL,"$22,552","$18,616","$18,282","$20,435",5 out of 10,4 out of 10,4 out of 10,0.71,0,Not Available,Not Available,6 out of 9,6 out of 10,207,110,"High (40,000 - 59,999 patients annually)",1,39,70,38.6727348,"GOOD SAMARITAN HOSPITAL, 520 S 7TH ST, VINCENNES, IN","520 s 7th st, vincennes, in 47591, usa",47591
150044,BAPTIST HEALTH FLOYD,"$23,327","$17,113","$17,909","$22,743",7 out of 10,4 out of 10,4 out of 10,0.71,0,Not Available,Not Available,0 out of 9,0 out of 10,264,87,"High (40,000 - 59,999 patients annually)",3,100,100,38.301947,"BAPTIST HEALTH FLOYD, 1850 STATE ST, NEW ALBANY, IN","1850 state st, new albany, in 47150, usa",47150
150045,DEKALB HEALTH,Not Available,"$15,870","$16,323","$22,704",Not Available,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,238,58,"Low (0 - 19,999 patients annually)",0,91,100,41.3687675,"DEKALB HEALTH, 1316 E SEVENTH ST, AUBURN, IN","1316 e 7th st, auburn, in 46706, usa",46706
150046,TERRE HAUTE REGIONAL HOSPITAL,"$21,657","$16,820","$17,250","$26,598",3 out of 10,4 out of 10,4 out of 10,0.71,0,Not Available,Not Available,Not Available,Not Available,235,73,"Medium (20,000 - 39,999 patients annually)",1,100,100,39.4196642,"TERRE HAUTE REGIONAL HOSPITAL, 3901 S SEVENTH ST, TERRE HAUTE, IN","3901 s 7th st, terre haute, in 47802, usa",47802
150047,ST JOSEPH HOSPITAL,"$24,032","$16,667","$16,984",Not Available,8 out of 10,Not Available,Not Available,0.71,0,Not Available,Not Available,9 out of 9,10 out of 10,354,184,"Medium (20,000 - 39,999 patients annually)",2,59,100,41.0783222,"ST JOSEPH HOSPITAL, 700 BROADWAY, FORT WAYNE, IN","700 broadway, fort wayne, in 46802, usa",46802
150048,REID HEALTH,"$25,572","$16,215","$16,985","$21,222",10 out of 10,10 out of 10,10 out of 10,0.71,0,0,Not Available,0 out of 9,10 out of 10,225,83,"High (40,000 - 59,999 patients annually)",1,97,100,39.864783,"REID HEALTH, 1100 REID PKWY, RICHMOND, IN","1100 reid pkwy, richmond, in 47374, usa",47374
150051,INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL,"$24,394","$16,464","$17,433","$21,090",3 out of 10,0 out of 10,0 out of 10,0.71,0,Not Available,2.655,9 out of 9,10 out of 10,285,84,"High (40,000 - 59,999 patients annually)",5,99,100,39.1600593,"INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL, 601 W SECOND ST, BLOOMINGTON, IN","601 w 2nd st, bloomington, in 47403, usa",47403
150056,INDIANA UNIVERSITY HEALTH,"$23,926","$16,592","$17,477","$21,883",6 out of 10,3 out of 10,4 out of 10,0.71,0,0.707,0.919,3 out of 9,3 out of 10,366,163,"Very High (60,000+ patients annually)",1,85,92,39.7893386,"INDIANA UNIVERSITY HEALTH, 1701 N SENATE BLVD, INDIANAPOLIS, IN","1701 senate blvd, indianapolis, in 46202, usa",46202
150057,FRANCISCAN HEALTH MOORESVILLE,Not Available,"$14,355","$16,156","$20,699",Not Available,10 out of 10,10 out of 10,0.71,0,Not Available,Not Available,Not Available,Not Available,202,89,"Medium (20,000 - 39,999 patients annually)",0,96,100,39.60817,"FRANCISCAN HEALTH MOORESVILLE, 1201 HADLEY RD, MOORESVILLE, IN","1201 hadley rd, mooresville, in 46158, usa",46158
150058,MEMORIAL HOSPITAL OF SOUTH BEND,"$21,557","$15,356","$16,630","$19,601",0 out of 10,0 out of 10,0 out of 10,0.71,0,0.992,1.715,7 out of 9,8 out of 10,265,101,"High (40,000 - 59,999 patients annually)",8,86,44,41.6834842,"MEMORIAL HOSPITAL OF SOUTH BEND, 615 N MICHIGAN ST, SOUTH BEND, IN","615 n michigan st, south bend, in 46601, usa",46601
150059,RIVERVIEW HEALTH,"$21,026","$18,144","$17,372","$20,740",0 out of 10,1 out of 10,1 out of 10,0.71,0,Not Available,Not Available,Not Available,Not Available,173,54,"Medium (20,000 - 39,999 patients annually)",1,84,98,40.0456899,"RIVERVIEW HEALTH, 395 WESTFIELD RD, NOBLESVILLE, IN","395 westfield rd, noblesville, in 46060, usa",46060
150061,DAVIESS COMMUNITY HOSPITAL,"$23,932","$17,256","$17,601","$24,897",Not Available,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,226,66,"Low (0 - 19,999 patients annually)",2,77,94,38.659485,"DAVIESS COMMUNITY HOSPITAL, 1314 E WALNUT ST, WASHINGTON, IN","1314 e walnut st, washington, in 47501, usa",47501
150064,FAYETTE REGIONAL HEALTH SYSTEM,Not Available,"$14,662","$15,425",Not Available,Not Available,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,257,50,"Low (0 - 19,999 patients annually)",3,30,32,39.6563667,"FAYETTE REGIONAL HEALTH SYSTEM, 1941 VIRGINIA AVE, CONNERSVILLE, IN","1941 virginia ave, connersville, in 47331, usa",47331
150065,SCHNECK MEDICAL CENTER,"$22,591","$14,449","$15,540","$20,702",10 out of 10,6 out of 10,6 out of 10,0.71,0,Not Available,Not Available,Not Available,Not Available,173,37,"Medium (20,000 - 39,999 patients annually)",0,92,92,38.9558496,"SCHNECK MEDICAL CENTER, 411 W TIPTON ST, SEYMOUR, IN","411 w tipton st, seymour, in 47274, usa",47274
150069,KING'S DAUGHTERS' HEALTH,"$24,698","$16,189","$15,900","$18,380",10 out of 10,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,240,99,"Medium (20,000 - 39,999 patients annually)",1,98,99,38.7925352,"KING'S DAUGHTERS' HEALTH, 1373 EAST SR 62, MADISON, IN","1373 e state rd 62, madison, in 47250, usa",47250
150072,MEMORIAL HOSPITAL,Not Available,"$15,056","$16,399",Not Available,Not Available,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,222,149,"Low (0 - 19,999 patients annually)",1,94,97,40.764012,"MEMORIAL HOSPITAL, 1101 MICHIGAN AVE, LOGANSPORT, IN","1101 michigan ave, logansport, in 46947, usa",46947
150074,COMMUNITY HOSPITAL EAST,"$22,208","$17,267","$17,399","$22,334",3 out of 10,0 out of 10,0 out of 10,0.71,0,Not Available,Not Available,9 out of 9,10 out of 10,252,136,"Very High (60,000+ patients annually)",2,98,100,39.787547,"COMMUNITY HOSPITAL EAST, 1500 N RITTER AVE, INDIANAPOLIS, IN","1500 n ritter ave, indianapolis, in 46219, usa",46219
150075,BLUFFTON REGIONAL MEDICAL CENTER,"$22,155","$15,746","$15,500","$19,873",Not Available,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,188,48,"Low (0 - 19,999 patients annually)",0,100,100,40.7373785,"BLUFFTON REGIONAL MEDICAL CENTER, 303 S MAIN ST, BLUFFTON, IN","303 s main st, bluffton, in 46714, usa",46714
150076,SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH,"$23,372","$16,136","$19,006","$21,053",Not Available,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,220,46,"Low (0 - 19,999 patients annually)",2,94,100,41.3336721,"SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH, 1915 LAKE AVE, PLYMOUTH, IN","1915 lake ave, plymouth, in 46563, usa",46563
150082,DEACONESS HOSPITAL INC,"$22,138","$16,171","$17,319","$21,155",7 out of 10,2 out of 10,2 out of 10,0.71,0,Not Available,Not Available,0 out of 9,0 out of 10,209,53,"Very High (60,000+ patients annually)",1,99,100,37.9830836,"DEACONESS HOSPITAL INC, 600 MARY ST, EVANSVILLE, IN","600 mary st, evansville, in 47710, usa",47747
150084,ST VINCENT HOSPITAL & HEALTH SERVICES,"$22,006","$15,385","$16,910","$23,308",4 out of 10,3 out of 10,0 out of 10,0.71,0,1.729,0.308,0 out of 9,0 out of 10,311,126,"Very High (60,000+ patients annually)",1,89,60,39.909904,"ST VINCENT HOSPITAL & HEALTH SERVICES, 2001 W 86TH ST, INDIANAPOLIS, IN","2001 w 86th st, indianapolis, in 46260, usa",46260
150086,DEARBORN COUNTY HOSPITAL,"$23,095","$16,468","$17,573","$23,851",4 out of 10,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,213,68,"Medium (20,000 - 39,999 patients annually)",1,97,91,39.111381,"DEARBORN COUNTY HOSPITAL, 600 WILSON CREEK RD, LAWRENCEBURG, IN","600 wilson creek rd, lawrenceburg, in 47025, usa",47025
150088,ST VINCENT ANDERSON REGIONAL HOSPITAL INC,"$20,920","$17,893","$18,139","$20,721",10 out of 10,Not Available,Not Available,0.71,0,Not Available,Not Available,0 out of 9,0 out of 10,280,77,"High (40,000 - 59,999 patients annually)",2,100,96,40.0955154,"ST VINCENT ANDERSON REGIONAL HOSPITAL INC, 2015 JACKSON ST, ANDERSON, IN","2015 jackson st, anderson, in 46016, usa",46016
150089,INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL,"$23,440","$15,717","$17,570","$21,576",6 out of 10,0 out of 10,0 out of 10,0.71,0,Not Available,1.925,3 out of 9,3 out of 10,304,108,"High (40,000 - 59,999 patients annually)",4,92,86,40.1966487,"INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL, 2401 UNIVERSITY AVE, MUNCIE, IN","2401 w university ave, muncie, in 47303, usa",47303
150090,FRANCISCAN HEALTH DYER,"$25,407","$17,572","$17,839","$21,981",7 out of 10,4 out of 10,7 out of 10,0.71,0,0.775,1.181,0 out of 9,0 out of 10,294,126,"Medium (20,000 - 39,999 patients annually)",2,97,100,41.4926573,"FRANCISCAN HEALTH DYER, 24 JOLIET ST, DYER, IN","24 joliet st, dyer, in 46311, usa",46311
150091,PARKVIEW HUNTINGTON HOSPITAL,Not Available,"$15,447","$16,964","$22,227",Not Available,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,247,150,"Low (0 - 19,999 patients annually)",1,96,96,40.905767,"PARKVIEW HUNTINGTON HOSPITAL, 2001 STULTS RD, HUNTINGTON, IN","2001 stults rd, huntington, in 46750, usa",46750
150097,MAJOR HOSPITAL,Not Available,"$15,078","$16,668","$22,033",Not Available,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,202,64,"Medium (20,000 - 39,999 patients annually)",0,64,95,39.5602417,"MAJOR HOSPITAL, 2451 INTELLIPLEX DR, SHELBYVILLE, IN","2451 intelliplex dr, shelbyville, in 46176, usa",46176
150100,ST VINCENT EVANSVILLE,"$22,421","$16,113","$17,870","$19,490",4 out of 10,0 out of 10,0 out of 10,0.71,0,0,0.816,2 out of 9,3 out of 10,204,60,"High (40,000 - 59,999 patients annually)",1,94,91,37.96273,"ST VINCENT EVANSVILLE, 3700 WASHINGTON AVE, EVANSVILLE, IN","3700 washington ave, evansville, in 47714, usa",47750
150101,PARKVIEW WHITLEY HOSPITAL,Not Available,"$15,902","$15,559",Not Available,Not Available,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,216,147,"Medium (20,000 - 39,999 patients annually)",1,99,96,41.1586774,"PARKVIEW WHITLEY HOSPITAL, 1260 E SR 205, COLUMBIA CITY, IN","1260 e state rd 205, columbia city, in 46725, united states",46725
150102,STARKE HOSPITAL,Not Available,"$14,776","$16,989",Not Available,Not Available,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,193,45,"Low (0 - 19,999 patients annually)",2,78,97,41.28762,"STARKE HOSPITAL, 102 E CULVER RD, KNOX, IN","102 e culver rd, knox, in 46534, usa",46534
150104,WITHAM HEALTH SERVICES,"$23,317","$15,063","$15,417","$24,537",Not Available,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,244,67,"Medium (20,000 - 39,999 patients annually)",0,100,100,40.0771835,"WITHAM HEALTH SERVICES, 2605 N LEBANON ST, LEBANON, IN","2605 n lebanon st suite 100, lebanon, in 46052, usa",46052
150109,FRANCISCAN HEALTH LAFAYETTE,"$21,538","$16,084","$18,309","$20,647",8 out of 10,6 out of 10,6 out of 10,0.71,0,0,Not Available,0 out of 9,0 out of 10,295,139,"High (40,000 - 59,999 patients annually)",1,89,94,40.3936166,"FRANCISCAN HEALTH LAFAYETTE, 1701 S CREASY LN, LAFAYETTE, IN","1701 s creasy ln, lafayette, in 47905, usa",47905
150112,COLUMBUS REGIONAL HOSPITAL,"$24,620","$16,203","$17,482","$20,348",5 out of 10,0 out of 10,0 out of 10,0.71,0,Not Available,Not Available,0 out of 9,0 out of 10,221,77,"High (40,000 - 59,999 patients annually)",2,65,98,39.2164117,"COLUMBUS REGIONAL HOSPITAL, 2400 E 17TH ST, COLUMBUS, IN","2400 17th st, columbus, in 47201, usa",47201
150113,COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,"$23,711","$15,273","$18,479","$20,959",4 out of 10,3 out of 10,3 out of 10,0.71,0,0.861,Not Available,4 out of 9,4 out of 10,221,63,"Medium (20,000 - 39,999 patients annually)",1,Not Available,Not Available,40.1303609,"COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY, 1515 N MADISON AVE, ANDERSON, IN","1515 n madison ave, anderson, in 46011, usa",46011
150115,MEMORIAL HOSPITAL AND HEALTH CARE CENTER,"$22,520","$16,893","$17,818","$20,353",Not Available,7 out of 10,7 out of 10,0.71,0,0.949,Not Available,Not Available,Not Available,195,68,"Medium (20,000 - 39,999 patients annually)",0,84,100,38.394992,"MEMORIAL HOSPITAL AND HEALTH CARE CENTER, 800 W 9TH ST, JASPER, IN","800 w 9th st, jasper, in 47546, usa",47546
150125,COMMUNITY HOSPITAL,"$26,425","$19,937","$18,636","$21,709",3 out of 10,5 out of 10,7 out of 10,0.71,0,2.003,1.468,5 out of 9,7 out of 10,279,125,"Very High (60,000+ patients annually)",2,89,97,41.5505347,"COMMUNITY HOSPITAL, 901 MACARTHUR BLVD, MUNSTER, IN","901 macarthur blvd, munster, in 46321, usa",46321
150126,FRANCISCAN HEALTH CROWN POINT,"$23,098","$17,035","$18,221","$21,531",9 out of 10,7 out of 10,5 out of 10,0.71,0,0.696,0,1 out of 9,1 out of 10,259,130,"Medium (20,000 - 39,999 patients annually)",0,98,98,41.3955183,"FRANCISCAN HEALTH CROWN POINT, 1201 S MAIN ST, CROWN POINT, IN","1201 s main st, crown point, in 46307, usa",46307
150128,COMMUNITY HOSPITAL SOUTH,"$22,197","$16,537","$17,578","$20,459",10 out of 10,0 out of 10,0 out of 10,0.71,0,0,Not Available,0 out of 9,3 out of 10,239,75,"High (40,000 - 59,999 patients annually)",0,100,100,39.6374726,"COMMUNITY HOSPITAL SOUTH, 1402 E COUNTY LINE RD S, INDIANAPOLIS, IN","1402 county line rd, indianapolis, in 46227, usa",46227
150133,KOSCIUSKO COMMUNITY HOSPITAL,"$23,500","$16,356","$16,562","$22,091",Not Available,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,201,59,"Medium (20,000 - 39,999 patients annually)",0,98,100,41.2483319,"KOSCIUSKO COMMUNITY HOSPITAL, 2101 E DUBOIS DR, WARSAW, IN","2101 dubois dr, warsaw, in 46580, usa",46580
150146,PARKVIEW NOBLE HOSPITAL,Not Available,"$16,899","$16,951","$25,895",Not Available,Not Available,Not Available,0.71,0,Not Available,Not Available,Not Available,Not Available,201,133,"Medium (20,000 - 39,999 patients annually)",1,93,99,41.448305,"PARKVIEW NOBLE HOSPITAL, 401 SAWYER RD, KENDALLVILLE, IN","401 sawyer rd, kendallville, in 46755, usa",46755
150149,WOMEN'S HOSPITAL THE,Not Available,Not Available,Not Available,Not Available,Not Available,7 out of 10,Not Available,0.71,0,0,0.206,Not Available,10 out of 10,90,36,"Low (0 - 19,999 patients annually)",0,Not Available,Not Available,37.9737829,"WOMEN'S HOSPITAL THE, 4199 GATEWAY BLVD, NEWBURGH, IN","4199 gateway blvd, newburgh, in 47630, usa",47630
