src_zb_addr,dst_zb_addr,start_time,stop_time,duration,number_of_packets,min_size,max_size,average_size,total_bytes_a,total_bytes_b,sum_size,packets_a,packets_b,connect
a4b0d2cc,c08a1bf5,1570907235,1570907235,2.29E-05,2,43,43,43,86,0,86,2,0,1
3c132b44,c08a1bf5,1570907281,1570907281,1.50E-05,2,43,43,43,86,0,86,2,0,1
c08a1bf5,f5df90f1,1570907311,1570907311,8.82E-06,2,36,36,36,72,0,72,2,0,1
f5df90f1,c08a1bf5,1570907344,1570907344,2.00E-05,2,43,43,43,86,0,86,2,0,1
c08a1bf5,73fce3d2,1570907345,1570907345,1.91E-05,2,36,36,36,72,0,72,2,0,1
c08a1bf5,1ba29f32,1570907351,1570907351,7.87E-06,2,36,36,36,72,0,72,2,0,1
f5df90f1,c08a1bf5,1570907350,1570907350,2.00E-05,2,43,43,43,86,0,86,2,0,1
73fce3d2,c08a1bf5,1570907354,1570907354,2.10E-05,2,43,43,43,86,0,86,2,0,1
f5df90f1,c08a1bf5,1570907356,1570907356,6.91E-06,2,43,43,43,86,0,86,2,0,1
1ba29f32,c08a1bf5,1570907362,1570907362,9.78E-06,2,43,43,43,86,0,86,2,0,1
c08a1bf5,1ba29f32,1570907956,1570907956,1.29E-05,2,36,36,36,72,0,72,2,0,1
c08a1bf5,c08a1bf5,1570907955,1570907955,0.000481129,16,33,102,57,912,0,912,16,0,1
c08a1bf5,73fce3d2,1570908012,1570908012,2.19E-05,2,36,36,36,72,0,72,2,0,1
1ba29f32,c08a1bf5,1570908011,1570908011,2.38E-05,2,43,43,43,86,0,86,2,0,1
c08a1bf5,f5df90f1,1570908063,1570908063,1.91E-05,2,36,36,36,72,0,72,2,0,1
73fce3d2,c08a1bf5,1570908062,1570908062,2.19E-05,2,43,43,43,86,0,86,2,0,1
f5df90f1,c08a1bf5,1570908071,1570908071,2.10E-05,2,43,43,43,86,0,86,2,0,1
c08a1bf5,3c132b44,1570908071,1570908071,1.91E-05,2,36,36,36,72,0,72,2,0,1
f5df90f1,c08a1bf5,1570908077,1570908077,2.00E-05,2,43,43,43,86,0,86,2,0,1
c08a1bf5,a4b0d2cc,1570908077,1570908077,9.06E-06,2,36,36,36,72,0,72,2,0,1
3c132b44,c08a1bf5,1570908107,1570908107,2.19E-05,2,43,43,43,86,0,86,2,0,1
c08a1bf5,d5a41c16,1570908107,1570908107,1.69E-05,2,36,36,36,72,0,72,2,0,1
a4b0d2cc,c08a1bf5,1570908121,1570908121,2.00E-05,2,43,43,43,86,0,86,2,0,1
d5a41c16,c08a1bf5,1570908122,1570908122,6.91E-06,2,43,43,43,86,0,86,2,0,1
1ba29f32,c08a1bf5,1570908590,1570908590,2.50E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570908597,1570908597,1.31E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570908650,1570908650,1.19E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570908655,1570908655,3.50E-05,2,40,40,40,80,0,80,2,0,1
c08a1bf5,d5a41c16,1570908722,1570908722,9.06E-06,2,36,36,36,72,0,72,2,0,1
c08a1bf5,c08a1bf5,1570908721,1570908722,0.999469995,16,33,102,57,912,0,912,16,0,1
c08a1bf5,a4b0d2cc,1570908771,1570908771,2.10E-05,2,36,36,36,72,0,72,2,0,1
d5a41c16,c08a1bf5,1570908771,1570908771,2.10E-05,2,43,43,43,86,0,86,2,0,1
a4b0d2cc,c08a1bf5,1570908829,1570908829,2.19E-05,2,43,43,43,86,0,86,2,0,1
c08a1bf5,3c132b44,1570908829,1570908829,1.91E-05,2,36,36,36,72,0,72,2,0,1
c08a1bf5,f5df90f1,1570908835,1570908835,7.15E-06,2,36,36,36,72,0,72,2,0,1
a4b0d2cc,c08a1bf5,1570908835,1570908835,2.10E-05,2,43,43,43,86,0,86,2,0,1
c08a1bf5,73fce3d2,1570908845,1570908845,1.81E-05,2,36,36,36,72,0,72,2,0,1
f5df90f1,c08a1bf5,1570908844,1570908844,1.81E-05,2,43,43,43,86,0,86,2,0,1
c08a1bf5,1ba29f32,1570908851,1570908851,1.91E-05,2,36,36,36,72,0,72,2,0,1
73fce3d2,c08a1bf5,1570908851,1570908851,1.10E-05,2,43,43,43,86,0,86,2,0,1
3c132b44,c08a1bf5,1570908874,1570908874,2.60E-05,2,43,43,43,86,0,86,2,0,1
1ba29f32,c08a1bf5,1570908891,1570908891,1.50E-05,2,43,43,43,86,0,86,2,0,1
c08a1bf5,1ba29f32,1570909476,1570909476,9.06E-06,2,36,36,36,72,0,72,2,0,1
c08a1bf5,c08a1bf5,1570909475,1570909476,0.99949193,16,33,102,57,912,0,912,16,0,1
c08a1bf5,73fce3d2,1570909482,1570909482,1.79E-05,2,36,36,36,72,0,72,2,0,1
1ba29f32,c08a1bf5,1570909482,1570909482,1.88E-05,2,43,43,43,86,0,86,2,0,1
c08a1bf5,f5df90f1,1570909500,1570909500,1.91E-05,2,36,36,36,72,0,72,2,0,1
73fce3d2,c08a1bf5,1570909500,1570909500,2.10E-05,2,43,43,43,86,0,86,2,0,1
f5df90f1,c08a1bf5,1570909552,1570909552,2.19E-05,2,43,43,43,86,0,86,2,0,1
c08a1bf5,3c132b44,1570909553,1570909553,1.79E-05,2,36,36,36,72,0,72,2,0,1
c08a1bf5,a4b0d2cc,1570909558,1570909558,1.60E-05,2,36,36,36,72,0,72,2,0,1
f5df90f1,c08a1bf5,1570909558,1570909558,2.10E-05,2,43,43,43,86,0,86,2,0,1
c08a1bf5,d5a41c16,1570909565,1570909565,1.91E-05,2,36,36,36,72,0,72,2,0,1
a4b0d2cc,c08a1bf5,1570909564,1570909564,2.00E-05,2,43,43,43,86,0,86,2,0,1
d5a41c16,c08a1bf5,1570909597,1570909597,2.10E-05,2,43,43,43,86,0,86,2,0,1
3c132b44,c08a1bf5,1570909603,1570909603,1.98E-05,2,43,43,43,86,0,86,2,0,1
c08a1bf5,d5a41c16,1570910199,1570910199,2.10E-05,2,36,36,36,72,0,72,2,0,1
c08a1bf5,c08a1bf5,1570910199,1570910199,0.000531912,16,33,102,57,912,0,912,16,0,1
c08a1bf5,a4b0d2cc,1570910247,1570910247,1.00E-05,2,36,36,36,72,0,72,2,0,1
d5a41c16,c08a1bf5,1570910246,1570910246,1.19E-05,2,43,43,43,86,0,86,2,0,1
c08a1bf5,3c132b44,1570910273,1570910273,2.41E-05,2,36,36,36,72,0,72,2,0,1
a4b0d2cc,c08a1bf5,1570910273,1570910273,2.22E-05,2,43,43,43,86,0,86,2,0,1
3c132b44,c08a1bf5,1570910312,1570910312,2.19E-05,2,43,43,43,86,0,86,2,0,1
c08a1bf5,f5df90f1,1570910342,1570910342,5.96E-06,2,36,36,36,72,0,72,2,0,1
c08a1bf5,73fce3d2,1570910385,1570910385,1.79E-05,2,36,36,36,72,0,72,2,0,1
f5df90f1,c08a1bf5,1570910385,1570910385,3.31E-05,2,43,43,43,86,0,86,2,0,1
73fce3d2,c08a1bf5,1570910426,1570910427,0.999563932,4,40,43,41.5,166,0,166,4,0,1
c08a1bf5,1ba29f32,1570910427,1570910427,3.10E-05,2,36,36,36,72,0,72,2,0,1
73fce3d2,c08a1bf5,1570910435,1570910435,2.41E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570910448,1570910448,0.000479937,4,40,43,41.5,166,0,166,4,0,1
1ba29f32,c08a1bf5,1570910453,1570910453,8.11E-06,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570910455,1570910455,2.41E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570910474,1570910474,2.50E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570910476,1570910476,1.19E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570910494,1570910494,1.60E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570910500,1570910500,3.22E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570910505,1570910505,2.50E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570910514,1570910514,1.22E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570910528,1570910528,0.000349998,4,40,40,40,160,0,160,4,0,1
f5df90f1,c08a1bf5,1570910539,1570910539,2.50E-05,2,40,40,40,80,0,80,2,0,1
f5df90f1,c08a1bf5,1570910544,1570910545,0.999436855,4,40,40,40,160,0,160,4,0,1
1ba29f32,c08a1bf5,1570910545,1570910546,0.999969006,4,40,40,40,160,0,160,4,0,1
1ba29f32,c08a1bf5,1570910551,1570910552,0.999782085,4,40,40,40,160,0,160,4,0,1
f5df90f1,c08a1bf5,1570910553,1570910553,2.41E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570910565,1570910565,2.41E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570910573,1570910573,1.29E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570910578,1570910578,1.19E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570910580,1570910580,1.48E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570910591,1570910591,2.31E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570910592,1570910592,2.31E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570910601,1570910601,2.41E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570910606,1570910606,1.31E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570910628,1570910628,2.91E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570910632,1570910632,2.88E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570910651,1570910651,1.29E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570910668,1570910669,0.999011993,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570910678,1570910678,2.31E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570910682,1570910682,1.31E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570910713,1570910713,0.000361919,4,40,40,40,160,0,160,4,0,1
1ba29f32,c08a1bf5,1570910727,1570910727,1.79E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570910767,1570910767,2.50E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570910793,1570910793,2.29E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570910798,1570910798,1.29E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570910818,1570910818,2.00E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570910820,1570910820,2.41E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570910825,1570910826,0.999952078,4,40,40,40,160,0,160,4,0,1
1ba29f32,c08a1bf5,1570910836,1570910836,2.41E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570910875,1570910875,2.48E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570910882,1570910882,3.60E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570910885,1570910885,2.38E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570910894,1570910894,1.19E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570910984,1570910984,1.41E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570910997,1570910997,2.31E-05,2,40,40,40,80,0,80,2,0,1
73fce3d2,c08a1bf5,1570911008,1570911008,1.22E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570911012,1570911012,1.19E-05,2,40,40,40,80,0,80,2,0,1
73fce3d2,c08a1bf5,1570911016,1570911016,1.22E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570911017,1570911017,1.19E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570911019,1570911019,7.87E-06,2,40,40,40,80,0,80,2,0,1
73fce3d2,c08a1bf5,1570911027,1570911027,2.29E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570911029,1570911029,1.60E-05,2,40,40,40,80,0,80,2,0,1
73fce3d2,c08a1bf5,1570911031,1570911031,1.19E-05,2,40,40,40,80,0,80,2,0,1
c08a1bf5,1ba29f32,1570911050,1570911050,1.79E-05,2,36,36,36,72,0,72,2,0,1
c08a1bf5,c08a1bf5,1570911050,1570911050,0.000510931,16,33,102,57,912,0,912,16,0,1
1ba29f32,c08a1bf5,1570911061,1570911061,2.10E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570911092,1570911092,4.39E-05,4,40,43,41.5,166,0,166,4,0,1
c08a1bf5,73fce3d2,1570911092,1570911092,6.91E-06,2,36,36,36,72,0,72,2,0,1
1ba29f32,c08a1bf5,1570911100,1570911100,1.79E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570911105,1570911105,2.00E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570911114,1570911114,2.29E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570911129,1570911129,2.50E-05,2,40,40,40,80,0,80,2,0,1
73fce3d2,c08a1bf5,1570911149,1570911149,1.60E-05,2,43,43,43,86,0,86,2,0,1
c08a1bf5,f5df90f1,1570911150,1570911150,1.81E-05,2,36,36,36,72,0,72,2,0,1
1ba29f32,c08a1bf5,1570911162,1570911162,2.50E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570911168,1570911168,1.00E-05,2,40,40,40,80,0,80,2,0,1
f5df90f1,c08a1bf5,1570911172,1570911172,0.000491858,4,40,43,41.5,166,0,166,4,0,1
c08a1bf5,3c132b44,1570911173,1570911173,1.88E-05,2,36,36,36,72,0,72,2,0,1
f5df90f1,c08a1bf5,1570911178,1570911178,2.10E-05,2,43,43,43,86,0,86,2,0,1
c08a1bf5,a4b0d2cc,1570911178,1570911178,1.72E-05,2,36,36,36,72,0,72,2,0,1
1ba29f32,c08a1bf5,1570911181,1570911181,1.19E-05,2,40,40,40,80,0,80,2,0,1
f5df90f1,c08a1bf5,1570911181,1570911181,9.06E-06,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570911195,1570911195,2.50E-05,2,40,40,40,80,0,80,2,0,1
c08a1bf5,d5a41c16,1570911197,1570911197,6.91E-06,2,36,36,36,72,0,72,2,0,1
3c132b44,c08a1bf5,1570911197,1570911197,2.48E-05,2,43,43,43,86,0,86,2,0,1
1ba29f32,c08a1bf5,1570911209,1570911209,1.10E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570911216,1570911216,1.91E-05,2,40,40,40,80,0,80,2,0,1
a4b0d2cc,c08a1bf5,1570911217,1570911217,8.11E-06,2,43,43,43,86,0,86,2,0,1
d5a41c16,c08a1bf5,1570911250,1570911250,2.31E-05,2,43,43,43,86,0,86,2,0,1
1ba29f32,c08a1bf5,1570911255,1570911255,1.19E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570911266,1570911266,2.31E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570911319,1570911319,2.50E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570911354,1570911354,2.38E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570911411,1570911411,2.41E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570911419,1570911419,1.19E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570911423,1570911423,1.88E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570911454,1570911456,2.000001907,12,40,40,40,480,0,480,12,0,1
1ba29f32,c08a1bf5,1570911464,1570911464,2.41E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570911469,1570911469,2.22E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570911477,1570911477,1.22E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570911484,1570911484,5.41E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570911490,1570911490,2.31E-05,2,40,40,40,80,0,80,2,0,1
a4b0d2cc,c08a1bf5,1570911493,1570911493,1.22E-05,2,40,40,40,80,0,80,2,0,1
a4b0d2cc,c08a1bf5,1570911498,1570911498,2.41E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570911516,1570911516,1.98E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570911528,1570911528,0.000360012,4,40,40,40,160,0,160,4,0,1
1ba29f32,c08a1bf5,1570911545,1570911546,0.999351978,4,40,40,40,160,0,160,4,0,1
1ba29f32,c08a1bf5,1570911550,1570911550,1.41E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570911556,1570911556,1.29E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570911565,1570911565,2.41E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570911570,1570911570,1.50E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570911575,1570911575,2.10E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570911576,1570911576,2.41E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570911586,1570911586,2.41E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570911592,1570911592,2.38E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570911597,1570911597,9.06E-06,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570911614,1570911614,1.10E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570911631,1570911631,1.29E-05,2,40,40,40,80,0,80,2,0,1
a4b0d2cc,c08a1bf5,1570911633,1570911633,2.69E-05,2,40,40,40,80,0,80,2,0,1
a4b0d2cc,c08a1bf5,1570911642,1570911643,0.999932051,4,40,40,40,160,0,160,4,0,1
a4b0d2cc,c08a1bf5,1570911654,1570911654,2.38E-05,2,40,40,40,80,0,80,2,0,1
a4b0d2cc,c08a1bf5,1570911660,1570911660,2.29E-05,2,40,40,40,80,0,80,2,0,1
a4b0d2cc,c08a1bf5,1570911674,1570911674,2.50E-05,2,40,40,40,80,0,80,2,0,1
a4b0d2cc,c08a1bf5,1570911676,1570911676,1.38E-05,2,40,40,40,80,0,80,2,0,1
a4b0d2cc,c08a1bf5,1570911688,1570911688,1.10E-05,2,40,40,40,80,0,80,2,0,1
a4b0d2cc,c08a1bf5,1570911730,1570911730,2.00E-05,2,40,40,40,80,0,80,2,0,1
a4b0d2cc,c08a1bf5,1570911742,1570911742,2.10E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570911747,1570911747,1.22E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570911757,1570911757,1.41E-05,2,40,40,40,80,0,80,2,0,1
f5df90f1,c08a1bf5,1570911760,1570911760,1.22E-05,2,40,40,40,80,0,80,2,0,1
f5df90f1,c08a1bf5,1570911765,1570911765,4.10E-05,2,40,40,40,80,0,80,2,0,1
f5df90f1,c08a1bf5,1570911787,1570911787,2.10E-05,2,43,43,43,86,0,86,2,0,1
c08a1bf5,f5df90f1,1570911817,1570911817,7.87E-06,2,36,36,36,72,0,72,2,0,1
c08a1bf5,c08a1bf5,1570911818,1570911818,0.000479937,16,33,102,57,912,0,912,16,0,1
c08a1bf5,d5a41c16,1570911819,1570911819,1.79E-05,2,36,36,36,72,0,72,2,0,1
f5df90f1,c08a1bf5,1570911830,1570911830,1.22E-05,2,40,40,40,80,0,80,2,0,1
f5df90f1,c08a1bf5,1570911832,1570911832,2.41E-05,2,40,40,40,80,0,80,2,0,1
d5a41c16,c08a1bf5,1570911840,1570911840,2.10E-05,2,43,43,43,86,0,86,2,0,1
c08a1bf5,a4b0d2cc,1570911841,1570911841,9.06E-06,2,36,36,36,72,0,72,2,0,1
f5df90f1,c08a1bf5,1570911851,1570911851,2.50E-05,2,40,40,40,80,0,80,2,0,1
f5df90f1,c08a1bf5,1570911857,1570911857,1.19E-05,2,40,40,40,80,0,80,2,0,1
c08a1bf5,3c132b44,1570911860,1570911860,1.79E-05,2,36,36,36,72,0,72,2,0,1
a4b0d2cc,c08a1bf5,1570911860,1570911860,1.38E-05,2,43,43,43,86,0,86,2,0,1
f5df90f1,c08a1bf5,1570911866,1570911866,1.19E-05,2,40,40,40,80,0,80,2,0,1
f5df90f1,c08a1bf5,1570911873,1570911873,2.41E-05,2,40,40,40,80,0,80,2,0,1
f5df90f1,c08a1bf5,1570911883,1570911884,0.999710083,4,40,40,40,160,0,160,4,0,1
f5df90f1,c08a1bf5,1570911897,1570911897,0.000180006,4,36,43,39.5,86,72,158,2,2,1
f5df90f1,c08a1bf5,1570911903,1570911903,0.000397921,4,36,43,39.5,86,72,158,2,2,1
c08a1bf5,f5df90f1,1570911906,1570911906,7.15E-06,2,36,36,36,72,0,72,2,0,1
3c132b44,c08a1bf5,1570911905,1570911905,2.60E-05,2,43,43,43,86,0,86,2,0,1
f5df90f1,c08a1bf5,1570911907,1570911907,2.29E-05,2,40,40,40,80,0,80,2,0,1
f5df90f1,c08a1bf5,1570911941,1570911941,2.50E-05,2,40,40,40,80,0,80,2,0,1
f5df90f1,c08a1bf5,1570911948,1570911948,0.000375032,4,36,43,39.5,86,72,158,2,2,1
f5df90f1,c08a1bf5,1570911950,1570911950,0.000525951,4,40,43,41.5,166,0,166,4,0,1
c08a1bf5,73fce3d2,1570911951,1570911951,1.91E-05,2,36,36,36,72,0,72,2,0,1
f5df90f1,c08a1bf5,1570911957,1570911957,2.10E-05,2,43,43,43,86,0,86,2,0,1
f5df90f1,c08a1bf5,1570911958,1570911958,2.10E-05,2,43,43,43,86,0,86,2,0,1
f5df90f1,c08a1bf5,1570911970,1570911970,0.00039506,4,36,40,38,80,72,152,2,2,1
f5df90f1,c08a1bf5,1570911972,1570911972,2.00E-05,2,40,40,40,80,0,80,2,0,1
c08a1bf5,1ba29f32,1570911976,1570911976,1.79E-05,2,36,36,36,72,0,72,2,0,1
73fce3d2,c08a1bf5,1570911975,1570911975,1.19E-05,2,43,43,43,86,0,86,2,0,1
1ba29f32,c08a1bf5,1570911993,1570911993,1.10E-05,2,43,43,43,86,0,86,2,0,1
c08a1bf5,f5df90f1,1570911999,1570911999,2.38E-05,2,36,36,36,72,0,72,2,0,1
f5df90f1,c08a1bf5,1570912003,1570912003,0.000421047,4,36,43,39.5,86,72,158,2,2,1
f5df90f1,c08a1bf5,1570912011,1570912011,1.19E-05,2,40,40,40,80,0,80,2,0,1
f5df90f1,c08a1bf5,1570912015,1570912015,2.41E-05,2,40,40,40,80,0,80,2,0,1
f5df90f1,c08a1bf5,1570912020,1570912020,2.29E-05,2,40,40,40,80,0,80,2,0,1
f5df90f1,c08a1bf5,1570912054,1570912054,8.11E-06,2,40,40,40,80,0,80,2,0,1
f5df90f1,c08a1bf5,1570912067,1570912067,2.50E-05,2,40,40,40,80,0,80,2,0,1
f5df90f1,c08a1bf5,1570912091,1570912091,1.10E-05,2,40,40,40,80,0,80,2,0,1
f5df90f1,c08a1bf5,1570912106,1570912106,4.39E-05,2,40,40,40,80,0,80,2,0,1
c08a1bf5,73fce3d2,1570912132,1570912132,1.29E-05,2,36,36,36,72,0,72,2,0,1
f5df90f1,c08a1bf5,1570912135,1570912135,2.29E-05,2,40,40,40,80,0,80,2,0,1
f5df90f1,c08a1bf5,1570912140,1570912140,2.50E-05,2,40,40,40,80,0,80,2,0,1
f5df90f1,c08a1bf5,1570912143,1570912143,2.38E-05,2,40,40,40,80,0,80,2,0,1
73fce3d2,c08a1bf5,1570912153,1570912153,1.22E-05,2,39,39,39,78,0,78,2,0,1
f5df90f1,c08a1bf5,1570912174,1570912174,2.22E-05,2,43,43,43,86,0,86,2,0,1
c08a1bf5,f5df90f1,1570912183,1570912184,0.999214172,4,36,40,38,72,80,152,2,2,1
f5df90f1,c08a1bf5,1570912188,1570912188,1.22E-05,2,40,40,40,80,0,80,2,0,1
f5df90f1,c08a1bf5,1570912220,1570912220,1.81E-05,2,40,40,40,80,0,80,2,0,1
f5df90f1,c08a1bf5,1570912223,1570912223,1.19E-05,2,40,40,40,80,0,80,2,0,1
f5df90f1,c08a1bf5,1570912226,1570912227,0.999183178,4,36,43,39.5,86,72,158,2,2,1
f5df90f1,c08a1bf5,1570912240,1570912240,1.29E-05,2,40,40,40,80,0,80,2,0,1
f5df90f1,c08a1bf5,1570912243,1570912243,1.29E-05,2,40,40,40,80,0,80,2,0,1
f5df90f1,c08a1bf5,1570912251,1570912251,2.38E-05,2,40,40,40,80,0,80,2,0,1
f5df90f1,c08a1bf5,1570912256,1570912256,3.60E-05,2,40,40,40,80,0,80,2,0,1
f5df90f1,c08a1bf5,1570912260,1570912260,1.19E-05,2,40,40,40,80,0,80,2,0,1
f5df90f1,c08a1bf5,1570912266,1570912266,2.72E-05,2,40,40,40,80,0,80,2,0,1
f5df90f1,c08a1bf5,1570912274,1570912274,1.29E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570912279,1570912279,1.62E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570912292,1570912292,1.31E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570912306,1570912306,2.38E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570912312,1570912312,2.38E-05,2,40,40,40,80,0,80,2,0,1
c08a1bf5,a4b0d2cc,1570912316,1570912316,1.10E-05,2,36,36,36,72,0,72,2,0,1
1ba29f32,c08a1bf5,1570912318,1570912318,2.31E-05,2,40,40,40,80,0,80,2,0,1
a4b0d2cc,c08a1bf5,1570912332,1570912332,1.29E-05,2,39,39,39,78,0,78,2,0,1
1ba29f32,c08a1bf5,1570912340,1570912340,1.72E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570912343,1570912343,2.00E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570912348,1570912349,0.999835014,4,40,40,40,160,0,160,4,0,1
1ba29f32,c08a1bf5,1570912354,1570912354,2.29E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570912355,1570912355,1.29E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570912360,1570912361,0.999366999,4,40,40,40,160,0,160,4,0,1
1ba29f32,c08a1bf5,1570912367,1570912367,3.79E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570912404,1570912404,2.60E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570912409,1570912409,2.29E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570912415,1570912415,2.41E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570912422,1570912422,2.38E-05,2,40,40,40,80,0,80,2,0,1
1ba29f32,c08a1bf5,1570912423,1570912423,2.29E-05,2,40,40,40,80,0,80,2,0,1
